,wave.pagetitle,wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.waveurl,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.attendance.academic_year,ipeds.attendance.program_year,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,ipeds.avg_net_price.public,ipeds.avg_net_price.private
364,"McNeese State University in Lake Charles, Louisiana",mcneese.edu,5.22,444,2346,http://wave.webaim.org/report?url=www.mcneese.edu/,6,9,46,8,60,315,McNeese State University,Lake Charles,LA,3,4,1,0.633,0.0,19489.0,,8382.0,16420.0,1.0,1,21540782.0,5825.0,10759.0,
365,"Northwestern State University – Established in 1884 in Natchitoches, Louisiana",nsula.edu,4.52,166,1191,http://wave.webaim.org/report?url=www.nsula.edu/,9,3,20,31,59,44,Northwestern State University of Louisiana,Natchitoches,LA,3,4,1,0.9485,0.0,22940.0,,8672.0,19460.0,0.5947,1,16200985.0,8181.0,13483.0,
366,"Beauty Career Training in Shreveport, LA - Pat Goins Beauty School",patgoins.edu,2.82,130,609,http://wave.webaim.org/report?url=www.patgoins.edu/,0,10,24,26,47,23,Pat Goins Benton Road Beauty School,Bossier City,LA,1,1,3,,0.0,,15440.0,,,,3,,105.0,,10314.0
367,Beauty School in Louisiana | Celebrity Stylist Beauty School,celebritystylistbeautyschool.com,3.83,118,621,http://wave.webaim.org/report?url=www.celebritystylistbeautyschool.com/,11,6,23,20,30,28,Celebrity Stylist Beauty School,Monroe,LA,1,1,3,,0.0,,25463.0,,,,3,,32.0,,19184.0
368,Beauty School in Louisiana | Celebrity Stylist Beauty School,celebritystylistbeautyschool.com,3.83,118,621,http://wave.webaim.org/report?url=www.celebritystylistbeautyschool.com/,11,6,23,20,30,28,Celebrity Barber School,Monroe,LA,1,1,3,,0.0,,25463.0,,,,3,,25.0,,19686.0
369,"Pineville Beauty School - Pineville, LA - Cosmetology",pinevillebeauty.com,2.44,45,328,http://wave.webaim.org/report?url=www.pinevillebeauty.com/,0,0,17,3,15,10,Pineville Beauty School,Pineville,LA,1,1,3,,0.0,,15051.0,,,,3,,52.0,,9880.0
370,Southern University and A&M College,subr.edu,2.54,490,989,http://wave.webaim.org/report?url=www.subr.edu/,8,16,21,27,42,376,Southern University and A & M College,Baton Rouge,LA,3,4,1,0.4345,0.0,23592.0,,9340.0,16720.0,0.9331,1,9581946.0,5350.0,17104.0,
371,Home | tulane,tulane.edu,3.73,194,775,http://wave.webaim.org/report?url=https://tulane.edu/,8,1,27,10,45,103,Tulane University of Louisiana,New Orleans,LA,3,4,2,0.1111,0.0,75628.0,,58852.0,58852.0,0.6689,1,1423305000.0,8537.0,,39749.0
372,College of the Atlantic,coa.edu,7.03,210,1254,http://wave.webaim.org/report?url=www.coa.edu/,12,2,16,77,102,1,College of the Atlantic,Bar Harbor,ME,3,4,2,0.758,0.0,54899.0,,43542.0,43542.0,1.0,1,61102324.0,364.0,,21293.0
373,Your Future Starts at Central Maine Community College,cmcc.edu,3.23,116,974,http://wave.webaim.org/report?url=https://www.cmcc.edu/,3,3,21,23,51,15,Central Maine Community College,Auburn,ME,2,2,1,,0.0,14522.0,,3844.0,6724.0,0.2811,2,585955.0,2178.0,10316.0,
374,The University of Maine,umaine.edu,3.92,138,1179,http://wave.webaim.org/report?url=www.umaine.edu/,4,8,22,20,61,23,University of Maine,Orono,ME,3,4,1,0.9221,0.0,24581.0,,11744.0,32534.0,0.7032,1,333702000.0,8870.0,16033.0,
375,Home - Northern Maine Community College,nmcc.edu,3.92,107,733,http://wave.webaim.org/report?url=www.nmcc.edu/,3,2,21,25,47,9,Northern Maine Community College,Presque Isle,ME,2,2,1,,0.0,15968.0,,3830.0,6710.0,0.6852,2,5492932.0,532.0,9352.0,
376,Spa Tech Institute Massage Schools in Maine and Massachusetts,spatech.edu,4.22,670,2469,http://wave.webaim.org/report?url=www.spatech.edu/,121,30,119,13,65,322,Spa Tech Institute-Westbrook,Westbrook,ME,1,1,3,,0.0,,18118.0,,,,3,,226.0,,16060.0
377,Spa Tech Institute Massage Schools in Maine and Massachusetts,spatech.edu,4.22,670,2469,http://wave.webaim.org/report?url=www.spatech.edu/,121,30,119,13,65,322,Spa Tech Institute-Ipswich,Ipswich,MA,1,1,3,,0.0,,16477.0,,,,3,,73.0,,12773.0
378,Spa Tech Institute Massage Schools in Maine and Massachusetts,spatech.edu,4.22,670,2469,http://wave.webaim.org/report?url=www.spatech.edu/,121,30,119,13,65,322,Spa Tech Institute-Westboro,Westborough,MA,1,1,3,,0.0,,17905.0,,,,3,,164.0,,15952.0
379,Spa Tech Institute Massage Schools in Maine and Massachusetts,spatech.edu,4.22,670,2469,http://wave.webaim.org/report?url=www.spatech.edu/,121,30,119,13,65,322,Spa Tech Institute-Plymouth,Plymouth,MA,1,1,3,,0.0,,19034.0,,,,3,,190.0,,16188.0
380,"Thomas College | Waterville, Maine | Private College in Maine",thomas.edu,3.82,412,978,http://wave.webaim.org/report?url=www.thomas.edu/,11,28,28,25,66,254,Thomas College,Waterville,ME,3,4,2,,0.0,40911.0,,28430.0,28430.0,0.4795,1,13611982.0,757.0,,21844.0
381,Homepage | Allegany College of Maryland,allegany.edu,10.64,334,1547,http://wave.webaim.org/report?url=www.allegany.edu/,3,31,45,36,47,172,Allegany College of Maryland,Cumberland,MD,2,2,1,,0.0,16209.0,,4730.0,10280.0,0.5304,2,14286321.0,1745.0,10673.0,
382,Award Beauty School – Home,awardbeautyschool.com,5.03,164,857,http://wave.webaim.org/report?url=www.awardbeautyschool.com/,10,16,26,4,32,76,Award Beauty School,Hagerstown,MD,1,1,3,,0.0,,20851.0,,,,3,,102.0,,18545.0
383,Cecil College — Own Your Future,cecil.edu,3.23,200,957,http://wave.webaim.org/report?url=www.cecil.edu/,0,0,17,36,80,67,Cecil College,North East,MD,2,2,1,,0.0,12353.0,,4740.0,9480.0,0.3375,2,6675830.0,1562.0,8817.0,
384,Cecil College — Own Your Future,cecil.edu,3.23,200,957,http://wave.webaim.org/report?url=www.cecil.edu/,0,0,17,36,80,67,Cecil College - Elkton Station,Elkton,MD,0,0,1,,,,,4740.0,9480.0,,2,,,,
385,College of Southern Maryland,csmd.edu,4.83,519,909,http://wave.webaim.org/report?url=www.csmd.edu/,1,5,29,47,46,391,College of Southern Maryland,La Plata,MD,2,2,1,,0.0,12100.0,,3930.0,8820.0,0.2701,2,8166002.0,5517.0,6873.0,
386,Homepage | Coppin State University,coppin.edu,3.12,446,1520,http://wave.webaim.org/report?url=www.coppin.edu/,11,2,148,30,75,180,Coppin State University,Baltimore,MD,3,4,1,0.402,0.0,17787.0,,6716.0,13113.0,0.5062,1,11928819.0,2084.0,10105.0,
387,Home - Frederick Community College,frederick.edu,4.32,178,932,http://wave.webaim.org/report?url=www.frederick.edu/,22,11,44,51,38,12,Frederick Community College,Frederick,MD,2,2,1,,0.0,9455.0,,3748.0,9772.0,0.2853,2,11643549.0,3988.0,4879.0,
388,Home | Howard Community College,howardcc.edu,8.43,157,1020,http://wave.webaim.org/report?url=www.howardcc.edu/,2,24,40,35,46,10,Howard Community College,Columbia,MD,2,2,1,,0.0,15531.0,,4080.0,7680.0,0.2774,2,10863022.0,7715.0,10329.0,
389,"UMB Home - The University of Maryland, Baltimore",umaryland.edu,2.82,319,1405,http://wave.webaim.org/report?url=www.umaryland.edu/,48,5,44,27,138,57,University of Maryland Baltimore,Baltimore,MD,3,4,1,,0.0,,,,,0.4133,1,359159271.0,863.0,,
390,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute-Towson,Towson,MD,1,1,3,,0.0,,27835.0,,,,3,,558.0,,23401.0
391,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute-Wayne,Wayne,NJ,1,1,3,,0.0,,24520.0,,,,3,,521.0,,18055.0
392,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College,Mobile,AL,1,1,3,,0.0,,21137.0,,,,3,,399.0,,16277.0
393,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College-Smyrna,Smyrna,GA,1,2,3,,0.0,26025.0,,14630.0,14630.0,0.1786,2,,678.0,,19931.0
394,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College-Richmond,Richmond,VA,1,2,3,,0.0,26655.0,,13557.0,13557.0,0.3714,2,,507.0,,20922.0
395,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute-Scranton,Scranton,PA,2,2,3,,0.0,39734.0,,28087.0,28087.0,0.1667,2,,279.0,,33445.0
396,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College,Houston,TX,1,2,3,,0.0,,28090.0,,,0.1667,2,,394.0,,23244.0
397,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College-Foley,Foley,AL,1,1,3,,0.0,,24388.0,,,,3,,87.0,,19980.0
398,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College-Baton Rouge,Baton Rouge,LA,1,2,3,,0.0,31113.0,,15030.0,15030.0,0.4063,2,,408.0,,24999.0
399,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College-Orange Park,Orange Park,FL,1,2,3,,0.0,28348.0,,15060.0,15060.0,0.2121,2,,489.0,,22510.0
400,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute-Port Saint Lucie,Port Saint Lucie,FL,1,2,3,,0.0,26736.0,,17618.0,17618.0,0.3333,2,,474.0,,21452.0
401,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College-Cincinnati,Cincinnati,OH,1,2,3,,0.0,27294.0,,15112.0,15112.0,0.4318,2,,587.0,,21163.0
402,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute-Nashville,Nashville,TN,1,2,3,,0.0,30882.0,,15764.0,15764.0,0.35,2,,475.0,,24864.0
403,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute-Pensacola,Pensacola,FL,1,2,3,,0.0,27573.0,,14244.0,14244.0,0.2344,2,,705.0,,21779.0
404,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute-Birmingham,Birmingham,AL,1,2,3,,0.0,21441.0,,13649.0,13649.0,0.2326,2,,551.0,,15097.0
405,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute,Houston,TX,1,2,3,,0.0,,23089.0,,,0.2813,2,,390.0,,18290.0
406,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College-Columbia,Columbia,SC,1,2,3,,0.0,28423.0,,14109.0,14109.0,0.3125,2,,569.0,,22620.0
407,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute-Lawrenceville,Lawrenceville,NJ,1,1,3,,0.0,,23547.0,,,,3,,314.0,,18612.0
408,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,1,2,3,,0.0,25662.0,,14421.0,14421.0,0.2432,2,,575.0,,20688.0
409,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis Institute-Cookeville,Cookeville,TN,1,2,3,,0.0,25929.0,,15325.0,15325.0,0.52,2,,302.0,,21137.0
410,Fortis Colleges & Institutes: Accredited Career Training Programs,fortis.edu,8.04,893,2454,http://wave.webaim.org/report?url=www.fortis.edu/,45,11,23,204,153,457,Fortis College-Landover,Landover,MD,1,2,3,,0.0,27659.0,,15211.0,15211.0,0.3478,2,,712.0,,22318.0
411,Morgan State University - Maryland's Preeminent Urban Public Research University,morgan.edu,5.03,780,1448,http://wave.webaim.org/report?url=https://www.morgan.edu/,4,0,237,13,187,339,Morgan State University,Baltimore,MD,3,4,1,0.7359,0.0,23254.0,,7628.0,20251.0,0.7508,1,40530831.0,6263.0,17351.0,
412,Mount St. Mary's University,msmary.edu,3.74,623,1468,http://wave.webaim.org/report?url=https://msmary.edu/,6,84,92,35,76,330,Mount St. Mary's University,Emmitsburg,MD,3,4,2,0.8045,0.0,57867.0,,43650.0,43650.0,1.0,1,54281563.0,2009.0,,27394.0
413,"Salisbury University, Universities in Maryland",salisbury.edu,3.32,230,856,http://wave.webaim.org/report?url=https://www.salisbury.edu/,0,2,15,28,50,135,Salisbury University,Salisbury,MD,3,4,1,0.7762,0.0,25057.0,,10044.0,20110.0,0.7017,1,72886336.0,7023.0,18402.0,
414,Towson University | Maryland’s University of Opportunities,towson.edu,6.43,607,1094,http://wave.webaim.org/report?url=www.towson.edu/,0,0,16,50,60,481,Towson University,Towson,MD,3,4,1,0.788,0.0,25697.0,,10198.0,24334.0,0.5513,1,87847763.0,18629.0,18105.0,
415,Hult International Business School - For Those Made to Do,hult.edu,3.83,255,905,http://wave.webaim.org/report?url=www.hult.edu/,17,14,110,18,19,77,Hult International Business School,Cambridge,MA,3,4,2,0.4515,0.0,62875.0,,49950.0,49950.0,0.2627,1,,624.0,,38773.0
416,Home - Assabet - Do.More.,assabet.org,8.54,264,1453,http://wave.webaim.org/report?url=www.assabet.org/,0,0,34,16,100,114,Assabet Valley Regional Technical School,Marlborough,MA,1,1,1,0.6667,0.0,,17037.0,,,,3,,46.0,12662.0,
417,Becker College,becker.edu,2.12,58,368,http://wave.webaim.org/report?url=www.becker.edu/,3,0,8,12,16,19,Becker College,Worcester,MA,3,4,2,0.8296,0.0,55633.0,,40150.0,40150.0,0.2163,1,5116037.0,1547.0,,32785.0
418,"More Opportunity, Less Debt | Berkshire Community College",berkshirecc.edu,2.52,74,309,http://wave.webaim.org/report?url=www.berkshirecc.edu/,0,1,1,8,30,34,Berkshire Community College,Pittsfield,MA,2,2,1,,0.0,14877.0,,5492.0,11520.0,0.4067,2,6215100.0,1164.0,8003.0,
419,"Catherine Hinds Institute of Esthetics - Beauty School Woburn, MA",catherinehinds.edu,6.13,85,344,http://wave.webaim.org/report?url=www.catherinehinds.edu/,4,30,5,15,26,5,Catherine Hinds Institute of Esthetics,Woburn,MA,1,1,3,,0.0,,23236.0,,,,3,,326.0,,17150.0
420,Framingham State University,framingham.edu,2.52,910,1986,http://wave.webaim.org/report?url=www.framingham.edu/,5,1,199,22,82,601,Framingham State University,Framingham,MA,3,4,1,0.7853,0.0,25810.0,,11380.0,17460.0,0.6478,1,45557196.0,3384.0,19535.0,
421,"Undergraduate, Graduate & Online Programs - Boston, MA – Lasell University",lasell.edu,4.33,309,908,http://wave.webaim.org/report?url=www.lasell.edu/,4,23,45,47,57,133,Lasell University,Newton,MA,3,4,2,0.8454,0.0,54730.0,,39000.0,39000.0,0.3744,1,43224620.0,1481.0,,26666.0
422,"Mount Wachusett Community College Gardner, MA | Apply Today!",mwcc.edu,8.74,774,2424,http://wave.webaim.org/report?url=mwcc.edu/,15,8,56,103,123,469,Mount Wachusett Community College,Gardner,MA,2,2,1,,0.0,13771.0,,5668.0,10588.0,1.0,2,4510057.0,2757.0,8582.0,
423,New England College of Optometry - The most important decision of your life.,neco.edu,2.62,241,734,http://wave.webaim.org/report?url=www.neco.edu/,9,19,9,34,67,103,New England College of Optometry,Boston,MA,4,4,2,,0.0,,,,,0.6901,1,10687888.0,,,
424,Northeastern University - A University Like No Other,northeastern.edu,3.22,334,1041,http://wave.webaim.org/report?url=https://www.northeastern.edu/,0,1,2,81,56,194,Northeastern University,Boston,MA,3,4,2,0.2048,0.0,73196.0,,55452.0,55452.0,0.7488,1,982499466.0,15130.0,,29714.0
425,Northeastern University - A University Like No Other,northeastern.edu,3.22,334,1041,http://wave.webaim.org/report?url=https://www.northeastern.edu/,0,1,2,81,56,194,Northeastern University Professional Programs,Boston,MA,3,4,2,,0.0,,,,,0.11,1,92092534.0,2004.0,,
426,Home | Pope St. John XXIII National Seminary,psjs.edu,4.52,220,1048,http://wave.webaim.org/report?url=www.psjs.edu/,17,8,15,10,82,88,Pope St John XXIII National Seminary,Weston,MA,4,4,2,,0.0,,,,,1.0,1,4541246.0,,,
427,Saint John's Seminar - Saint John's Seminary,sjs.edu,5.86,243,765,http://wave.webaim.org/report?url=www.sjs.edu/,17,12,11,10,51,142,Saint John's Seminary,Brighton,MA,3,4,2,,0.0,,,,,1.0,1,35223337.0,15.0,,
428,Simmons University,simmons.edu,4.83,214,810,http://wave.webaim.org/report?url=www.simmons.edu/,1,12,17,34,68,82,Simmons University,Boston,MA,3,4,2,0.8255,0.0,60221.0,,41917.0,41917.0,0.2653,1,195674187.0,1731.0,,27920.0
429,Suffolk University in Boston - Suffolk University,suffolk.edu,5.93,411,1028,http://wave.webaim.org/report?url=https://www.suffolk.edu/,4,19,11,52,60,265,Suffolk University,Boston,MA,3,4,2,0.859,0.0,57850.0,,41648.0,41648.0,0.5837,1,256299963.0,4397.0,,30995.0
430,Hillsdale Beauty College – Offering the BEST Cosmetology Education,hillsdalebeautycollege.com,3.62,87,444,http://wave.webaim.org/report?url=www.hillsdalebeautycollege.com/,2,23,8,12,17,25,Hillsdale Beauty College,Hillsdale,MI,1,1,3,,0.0,,13452.0,,,,3,,18.0,,10599.0
431,Hillsdale Beauty College – Offering the BEST Cosmetology Education,hillsdalebeautycollege.com,3.62,87,444,http://wave.webaim.org/report?url=www.hillsdalebeautycollege.com/,2,23,8,12,17,25,Hillsdale Beauty College,Coldwater,MI,0,0,3,,,,,,,,3,,,,
432,Northwestern Technological Institute - HVAC School,northwesterntech.edu,3.82,164,982,http://wave.webaim.org/report?url=www.northwesterntech.edu/,8,45,13,18,38,42,Northwestern Technological Institute,Southfield,MI,1,1,3,,0.0,,34903.0,,,,3,,852.0,,31703.0
433,Bay College | Learn On-Campus and Online,baycollege.edu,4.93,580,1761,http://wave.webaim.org/report?url=https://www.baycollege.edu/,1,0,85,91,170,233,Bay de Noc Community College,Escanaba,MI,2,2,1,,0.0,13694.0,,5250.0,10050.0,1.0,2,10351406.0,1173.0,7627.0,
434,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University,Grand Rapids,MI,3,4,2,0.9256,0.0,31321.0,,20260.0,20260.0,0.2309,1,25978476.0,4508.0,,18264.0
435,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University-Warren Location,Warren,MI,0,0,2,,,,,20260.0,20260.0,,1,,,,
436,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University-Kalamazoo Location,Kalamazoo,MI,0,0,2,,,,,,,,1,,,,
437,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University-Lansing Location,Lansing,MI,0,0,2,,,,,20260.0,20260.0,,1,,,,
438,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University-Midland Location,Midland,MI,0,0,2,,,,,19132.0,19132.0,,1,,,,
439,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University-Holland Location,Holland,MI,0,0,2,,,,,20260.0,20260.0,,1,,,,
440,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University-Flint Location,Fenton,MI,0,0,2,,,,,,,,1,,,,
441,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University-Traverse City Location,Traverse City,MI,0,0,2,,,,,,,,1,,,,
442,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University-Livonia Location,Livonia,MI,0,0,2,,,,,,,,1,,,,
443,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University-Grand Rapids Downtown,Grand Rapids,MI,0,0,2,,,,,,,,1,,,,
444,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University - Treasury Site Dimondale,Dimondale,MI,0,0,2,,,,,,,,1,,,,
445,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University - Wayne CCCD,Belleville,MI,0,0,2,,,,,,,,1,,,,
446,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University - Macomb CC,Clinton Township,MI,0,0,2,,,,,,,,1,,,,
447,Davenport University,davenport.edu,3.52,157,777,http://wave.webaim.org/report?url=davenport.edu/,2,5,9,14,65,62,Davenport University - Schoolcraft College,Livonia,MI,0,0,2,,,,,,,,1,,,,
