wave.pageurl,wave.time,wave.allitemcount,wave.totalelements,wave.error.count,wave.contrast.count,wave.alert.count,wave.feature.count,wave.structure.count,wave.aria.count,ipeds.schoolname,ipeds.city,ipeds.state,ipeds.degrees_awarded.predominant,ipeds.degrees_awarded.highest,ipeds.ownership,ipeds.admission_rate.overall,ipeds.online_only,ipeds.tuition.in_state,ipeds.tuition.out_of_state,ipeds.ft_faculty_rate,ipeds.institutional_characteristics.level,ipeds.endowment.begin,ipeds.size,calc.avg_net_price,calc.attendance_cost,calc.above_average_errors
lamson.edu,5.82,581,1311,41,42,50,49,67,332,Lamson Institute,San Antonio,TX,Certificate,Certificate,Private for-profit,,Not online only,,,0.2813,2-year,,409,22178,28440,Worse than Average
herzing.edu,3.22,328,1725,20,9,30,43,39,187,Herzing University-Akron,Akron,OH,Associate,Bachelor's,Private nonprofit,0.9417,Not online only,14200,14200,0.2857,4-year,,410,24165,30052,Better than Average
fdltcc.edu,4.52,206,1577,10,36,21,19,111,9,Fond du Lac Tribal and Community College,Cloquet,MN,Associate,Associate,Public,,Not online only,5815,5815,0.4032,2-year,548000,412,11581,16359,Better than Average
carrington.edu,4.02,195,763,0,29,24,27,60,55,Carrington College-Pleasant Hill Campus,Pleasant Hill,CA,Associate,Associate,Private for-profit,,Not online only,,,0.6,2-year,,414,36259,37932,Better than Average
usw.edu,4.12,73,396,10,10,26,9,18,0,University of the Southwest,Hobbs,NM,Bachelor's,Graduate,Private nonprofit,,Not online only,16200,16200,1,4-year,9568732,414,18189,28185,Better than Average
slchc.edu,8.93,328,1555,21,84,35,44,69,75,St Louis College of Health Careers-Fenton,Fenton,MO,Certificate,Graduate,Private for-profit,1,Not online only,,,0.4667,4-year,,416,24636,30224,Better than Average
sum.edu,5.83,310,907,4,12,41,13,48,192,SUM Bible College and Theological Seminary,El Dorado Hills,CA,Bachelor's,Graduate,Private nonprofit,1,Not online only,10540,10540,0.1408,4-year,130900,416,16440,21403,Better than Average
sjvc.edu,4.63,130,732,0,6,19,25,50,30,San Joaquin Valley College-Fresno,Fresno,CA,Certificate,Associate,Private for-profit,,Not online only,,,0.3333,2-year,,423,23711,28438,Better than Average
sjvc.edu,4.32,141,763,0,6,22,29,51,33,San Joaquin Valley College-Fresno,Fresno,CA,Certificate,Associate,Private for-profit,,Not online only,,,0.3333,2-year,,423,23711,28438,Better than Average
tuw.edu,3.82,443,1732,9,14,107,25,89,199,Touro University Worldwide,Los Alamitos,CA,Bachelor's,Graduate,Private nonprofit,,Not online only,14600,14600,0.0963,4-year,,425,19104,28858,Better than Average
soka.edu,2.72,84,780,0,1,5,21,35,22,Soka University of America,Aliso Viejo,CA,Bachelor's,Graduate,Private nonprofit,0.5241,Not online only,34166,34166,0.6327,4-year,1231957000,435,11846,39206,Better than Average
iecc.edu/ltc,5.12,185,1612,0,0,5,25,69,86,Lincoln Trail College,Robinson,IL,Associate,Associate,Public,,Not online only,4354,12082,0.2192,2-year,,437,6959,12184,Better than Average
sdcc.edu,5.43,273,1112,40,2,48,19,62,102,San Diego Christian College,Spring Valley,CA,Bachelor's,Graduate,Private nonprofit,0.527,Not online only,34310,34310,0.1183,4-year,719210,438,34359,47504,Worse than Average
mills.edu,2.62,56,240,0,2,13,11,19,11,Mills College,Oakland,CA,Bachelor's,Graduate,Private nonprofit,0.7981,Not online only,30950,30950,0.3487,4-year,187318992,438,22037,47187,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis College-Columbia,Columbia,SC,Certificate,Associate,Private for-profit,,Not online only,14216,14216,0.1957,2-year,,438,22820,28491,Worse than Average
nmcc.edu,3.92,107,733,3,2,21,25,47,9,Northern Maine Community College,Presque Isle,ME,Associate,Associate,Public,,Not online only,3830,6710,0.7708,2-year,6008957,440,11660,16014,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis College-Orange Park,Orange Park,FL,Certificate,Associate,Private for-profit,,Not online only,14459,14459,0.3793,2-year,,442,26890,32551,Worse than Average
nysid.edu,5.83,170,1303,8,19,38,32,25,48,New York School of Interior Design,New York,NY,Certificate,Graduate,Private nonprofit,0.5393,Not online only,27200,27200,0.0354,4-year,7064599,444,37709,48722,Better than Average
tcathohenwald.edu,5.94,137,765,6,5,15,38,28,45,Tennessee College of Applied Technology-Hohenwald,Hohenwald,TN,Certificate,Certificate,Public,,Not online only,,,,2-year,,444,10822,15610,Better than Average
gwinnettcollege.edu,4.02,154,375,16,37,61,7,20,13,Gwinnett Institute,Orlando,FL,Associate,Associate,Private for-profit,,Not online only,,,,2-year,,455,17466,20321,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis College-Richmond,Richmond,VA,Certificate,Associate,Private for-profit,,Not online only,14495,14495,0.425,2-year,,455,23227,27717,Worse than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Syracuse North,Liverpool,NY,Associate,Bachelor's,Private for-profit,,Not online only,18170,18170,0.4898,4-year,,455,15419,23421,Better than Average
tcatelizabethton.edu,6.63,131,630,6,4,16,36,26,43,Tennessee College of Applied Technology-Elizabethton,Elizabethton,TN,Certificate,Certificate,Public,,Not online only,,,,2-year,,455,9692,14925,Better than Average
cgcc.edu,2.02,139,552,5,6,7,11,48,62,Columbia Gorge Community College,The Dalles,OR,Associate,Associate,Public,,Not online only,4752,9468,0.3415,2-year,1576058,461,7415,14566,Better than Average
icprjc.edu,4.73,150,653,18,12,34,15,41,30,ICPR Junior College,Hato Rey,PR,Certificate,Associate,Private for-profit,,Not online only,7160,7160,0.2973,2-year,,463,7416,13296,Better than Average
concorde.edu/campus/portland-oregon,4.02,273,1109,18,9,42,49,50,105,Concorde Career College-Portland,Portland,OR,Certificate,Associate,Private for-profit,0.9611,Not online only,,,0.8261,2-year,,464,23674,27303,Better than Average
tidewatertechtrades.edu,2.33,228,1198,15,39,30,7,51,86,Tidewater Tech-Trades,Norfolk,VA,Certificate,Certificate,Private for-profit,,Not online only,16337,16337,,Less-than-2-year,,466,25042,29822,Better than Average
crescent.edu,4.93,166,674,25,4,31,24,56,26,Crescent City Bartending School,New Orleans,LA,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,475,15828,20648,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis Institute-Wayne,Wayne,NJ,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,479,20225,24829,Worse than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis Institute-Nashville,Nashville,TN,Certificate,Associate,Private for-profit,,Not online only,15804,15804,0.3261,2-year,,479,26044,31058,Worse than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis Institute-Port Saint Lucie,Port Saint Lucie,FL,Certificate,Associate,Private for-profit,,Not online only,14470,14470,0.3571,2-year,,481,25707,30399,Worse than Average
tricountycc.edu,2.83,168,913,18,3,51,20,53,23,Tri-County Community College,Murphy,NC,Associate,Associate,Public,,Not online only,2363,8507,0.2688,2-year,215915,481,6334,13484,Better than Average
carrington.edu,4.02,195,763,0,29,24,27,60,55,Carrington College-Reno,Reno,NV,Associate,Associate,Private for-profit,,Not online only,,,0.4,2-year,,486,43120,45555,Better than Average
belmontcollege.edu,2.52,164,615,6,28,23,30,39,38,Belmont College,St Clairsville,OH,Certificate,Associate,Public,,Not online only,4338,6840,0.3939,2-year,536241,486,5636,10145,Better than Average
concorde.edu/campus/san-antonio-texas,5.44,270,1097,16,10,40,47,52,105,Concorde Career College-San Antonio,San Antonio,TX,Certificate,Associate,Private for-profit,0.9316,Not online only,,,0.6275,2-year,,488,25080,29307,Better than Average
carrington.edu,4.02,195,763,0,29,24,27,60,55,Carrington College-Boise,Boise,ID,Certificate,Associate,Private for-profit,,Not online only,,,0.4222,2-year,,489,,,Better than Average
carrington.edu,4.02,195,763,0,29,24,27,60,55,Carrington College-Albuquerque,Albuquerque,NM,Certificate,Associate,Private for-profit,,Not online only,,,0.4,2-year,,490,38096,41839,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis College-Salt Lake City,Salt Lake City,UT,Certificate,Associate,Private for-profit,,Not online only,14240,14240,0.2679,2-year,,490,25248,30672,Worse than Average
fortiscollege.edu,6.82,893,2454,45,11,23,204,153,457,Fortis College-Centerville,Centerville,OH,Certificate,Associate,Private for-profit,,Not online only,14710,14710,0.1682,2-year,,491,23711,28834,Worse than Average
sjvc.edu,4.63,130,732,0,6,19,25,50,30,San Joaquin Valley College-Modesto,Salida,CA,Certificate,Associate,Private for-profit,,Not online only,,,0.4167,2-year,,493,20345,24927,Better than Average
sjvc.edu,4.32,141,763,0,6,22,29,51,33,San Joaquin Valley College-Modesto,Salida,CA,Certificate,Associate,Private for-profit,,Not online only,,,0.4167,2-year,,493,20345,24927,Better than Average
tcatmurfreesboro.edu,5.72,134,787,6,5,14,35,29,45,Tennessee College of Applied Technology-Murfreesboro,Murfreesboro,TN,Certificate,Certificate,Public,,Not online only,,,,2-year,,493,7021,12376,Better than Average
rockfordcareercollege.edu,3.32,220,925,26,95,24,21,53,1,Stautzenberger College-Rockford Career College,Rockford,IL,Certificate,Associate,Private for-profit,,Not online only,16699,16699,0.619,2-year,,497,20888,25238,Better than Average
halifaxcc.edu,6.03,117,843,0,1,19,15,30,52,Halifax Community College,Weldon,NC,Associate,Associate,Public,,Not online only,2608,8752,0.1768,2-year,1555903,498,1962,8484,Better than Average
gskinbeautyinstitute.edu,6.42,438,1302,55,51,162,44,71,55,G Skin & Beauty Institute,Schaumburg,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,500,20015,22987,Worse than Average
gskinbeautyinstitute.edu,7.03,438,1302,55,51,162,44,71,55,G Skin & Beauty Institute,Schaumburg,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,500,20015,22987,Worse than Average
wmcc.edu,3.43,207,1151,0,2,11,12,40,142,White Mountains Community College,Berlin,NH,Certificate,Associate,Public,,Not online only,7050,15300,0.2651,2-year,49569,501,16277,20304,Better than Average
louisburg.edu,4.32,103,508,0,0,16,18,32,37,Louisburg College,Louisburg,NC,Associate,Associate,Private nonprofit,0.8158,Not online only,20878,20878,0.8519,2-year,14202861,501,19311,33513,Better than Average
arclabs.edu,4.72,237,671,10,2,26,56,41,102,Arclabs,Piedmont,SC,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,505,21800,26148,Better than Average
averypoint.uconn.edu,3.83,100,631,1,7,8,6,28,50,University of Connecticut-Avery Point,Groton,CT,Bachelor's,Graduate,Public,0.8045,Not online only,15878,38546,0.68,4-year,5267602,506,10174,20336,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis Institute-Towson,Towson,MD,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,510,27351,31919,Worse than Average
txbarber.edu,2.62,93,511,1,20,14,15,20,23,Texas Barber College,Houston,TX,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,512,15563,20706,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis College-Smyrna,Smyrna,GA,Certificate,Associate,Private for-profit,,Not online only,14787,14787,0.1569,2-year,,516,21615,27652,Worse than Average
carrington.edu,4.02,195,763,0,29,24,27,60,55,Carrington College-Tucson,Tucson,AZ,Certificate,Associate,Private for-profit,,Not online only,,,0.3793,2-year,,517,40854,42772,Better than Average
standardcollege.edu,4.22,304,1168,17,39,53,11,84,100,Standard Healthcare Services-College of Nursing,Falls Church,VA,Certificate,Associate,Private for-profit,0.2677,Not online only,,,0.3462,2-year,,518,33723,39154,Better than Average
northland.edu,5.73,163,732,3,31,19,23,80,7,Northland College,Ashland,WI,Bachelor's,Bachelor's,Private nonprofit,0.5766,Not online only,39894,39894,0.9107,4-year,5731486,520,20535,51734,Better than Average
ftc.edu,6.72,470,3509,26,53,134,53,123,81,Five Towns College,Dix Hills,NY,Bachelor's,Graduate,Private for-profit,0.4578,Not online only,25235,25235,0.1969,4-year,,523,19984,38920,Better than Average
floridacollege.edu,4.12,122,605,24,6,40,4,42,6,Florida College,Temple Terrace,FL,Associate,Bachelor's,Private nonprofit,0.8272,Not online only,18060,18060,0.75,4-year,15491372,528,20918,30702,Better than Average
aviationmaintenance.edu/campuses/dallas-tx,4.62,232,1256,9,34,21,21,55,92,Aviation Institute of Maintenance-Dallas,Irving,TX,Certificate,Certificate,Private for-profit,,Not online only,16757,16757,,2-year,,529,24639,28684,Better than Average
bethanywv.edu,4.53,412,1339,8,10,98,25,98,173,Bethany College,Bethany,WV,Bachelor's,Graduate,Private nonprofit,0.7355,Not online only,31600,31600,1,4-year,47271949,531,10324,45760,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis Institute-Birmingham,Birmingham,AL,Certificate,Associate,Private for-profit,,Not online only,13655,13655,0.3659,2-year,,539,21197,27452,Worse than Average
escoffier.edu,3.52,181,1232,22,30,54,25,47,3,Auguste Escoffier School of Culinary Arts-Austin,Austin,TX,Associate,Associate,Private for-profit,,Not online only,,,1,2-year,,543,16825,21549,Better than Average
occ.edu,4.22,97,629,10,8,18,26,26,9,Ozark Christian College,Joplin,MO,Bachelor's,Bachelor's,Private nonprofit,0.9805,Not online only,14260,14260,0.629,4-year,4382327,555,17771,23537,Better than Average
prattcc.edu,3.42,230,759,1,48,20,28,33,100,Pratt Community College,Pratt,KS,Certificate,Associate,Public,,Not online only,3808,4424,0.975,2-year,4927901,561,9601,14453,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,Certificate,Associate,Private for-profit,,Not online only,14722,14722,0.2941,2-year,,561,21503,26904,Worse than Average
skc.edu,5.32,124,1016,0,0,19,9,44,52,Salish Kootenai College,Pablo,MT,Associate,Bachelor's,Public,,Not online only,4311,11583,0.5798,4-year,15000273,561,6890,11497,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis College-Cincinnati,Cincinnati,OH,Certificate,Associate,Private for-profit,,Not online only,15114,15114,0.5122,2-year,,562,23700,29778,Worse than Average
tougaloo.edu,3.02,731,865,9,0,58,12,84,568,Tougaloo College,Tougaloo,MS,Bachelor's,Graduate,Private nonprofit,0.5581,Not online only,10861,10861,0.6575,4-year,22843153,563,9359,17173,Better than Average
stone.edu,2.62,63,387,1,1,8,5,7,41,Stone Academy-West Haven,West Haven,CT,Certificate,Certificate,Private for-profit,,Not online only,,,,2-year,,566,17861,23288,Better than Average
herzing.edu,3.22,328,1725,20,9,30,43,39,187,Herzing University-Atlanta,Atlanta,GA,Associate,Graduate,Private nonprofit,0.9452,Not online only,14200,14200,0.2564,4-year,,571,23616,31039,Better than Average
gskinbeautyinstitute.edu,6.42,438,1302,55,51,162,44,71,55,G Skin & Beauty Institute,Oakbrook,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,574,26627,28804,Worse than Average
gskinbeautyinstitute.edu,7.03,438,1302,55,51,162,44,71,55,G Skin & Beauty Institute,Oakbrook,IL,Certificate,Certificate,Private for-profit,,Not online only,,,,Less-than-2-year,,574,26627,28804,Worse than Average
ecc.iavalley.edu,2.72,353,1593,1,13,68,24,71,176,Ellsworth Community College,Iowa Falls,IA,Associate,Associate,Public,,Not online only,5040,6048,1,2-year,,574,11075,16577,Better than Average
ucollege.edu,3.52,200,1123,7,0,30,22,119,22,Union College,Lincoln,NE,Bachelor's,Graduate,Private nonprofit,0.9848,Not online only,26060,26060,0.9524,4-year,25118021,574,22959,37738,Better than Average
lagrange.edu,2.92,251,752,2,0,50,41,35,123,LaGrange College,Lagrange,GA,Bachelor's,Graduate,Private nonprofit,0.7482,Not online only,32840,32840,1,4-year,48401939,580,21748,46379,Better than Average
carrington.edu,4.02,195,763,0,29,24,27,60,55,Carrington College-Mesa,Mesa,AZ,Certificate,Associate,Private for-profit,,Not online only,,,0.3077,2-year,,591,42322,46690,Better than Average
hnu.edu,4.62,594,2199,8,5,10,255,273,43,Holy Names University,Oakland,CA,Bachelor's,Graduate,Private nonprofit,0.9531,Not online only,40904,40904,0.1795,4-year,54619996,592,20437,54556,Better than Average
sjvc.edu,4.63,130,732,0,6,19,25,50,30,San Joaquin Valley College-Temecula,Temecula,CA,Certificate,Associate,Private for-profit,,Not online only,,,0.3333,2-year,,595,25138,28882,Better than Average
sjvc.edu,4.32,141,763,0,6,22,29,51,33,San Joaquin Valley College-Temecula,Temecula,CA,Certificate,Associate,Private for-profit,,Not online only,,,0.3333,2-year,,595,25138,28882,Better than Average
fortis.edu,8.04,893,2454,45,11,23,204,153,457,Fortis College-Landover,Landover,MD,Certificate,Associate,Private for-profit,,Not online only,15362,15362,0.4,2-year,,603,23951,29311,Worse than Average
eacc.edu,3.22,89,613,0,0,4,24,32,29,East Arkansas Community College,Forrest City,AR,Certificate,Associate,Public,,Not online only,2820,3720,0.4615,2-year,326042,606,7290,13211,Better than Average
herzing.edu,3.22,328,1725,20,9,30,43,39,187,Herzing University-Birmingham,Birmingham,AL,Certificate,Graduate,Private nonprofit,0.9385,Not online only,14200,14200,0.5161,4-year,,608,26887,31202,Better than Average
carrington.edu,4.02,195,763,0,29,24,27,60,55,Carrington College-San Jose,San Jose,CA,Certificate,Associate,Private for-profit,,Not online only,,,0.4222,2-year,,619,29459,33395,Better than Average
bmc.edu,7.43,116,573,15,14,23,14,50,0,Blue Mountain Christian University,Blue Mountain,MS,Bachelor's,Graduate,Private nonprofit,0.9909,Not online only,17380,17380,0.7759,4-year,19185526,619,16056,26868,Better than Average
bryantstratton.edu,5.93,454,2084,1,3,51,143,65,191,Bryant & Stratton College-Parma,Parma,OH,Associate,Bachelor's,Private for-profit,,Not online only,19135,19135,0.3265,4-year,,619,15941,23274,Better than Average
pitc.edu/index.html,6.1,236,763,10,9,37,49,38,93,PITC Institute,Wyncote,PA,Associate,Associate,Private for-profit,,Not online only,,,0.1667,2-year,,619,18258,22267,Better than Average
